Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
Aruba,ABW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9110485901043,86.6351163703935,82.5255818363492,79.6502635437322,79.9335886452149,74.4003244390901,70.4975269130055,64.9208633093525,63.1011608623549,65.0789671596891,68.5522531160115,65.852534562212,66.1610766930143,67.7045177045177,63.7826961770624,61.0422996027109,67.8133216476775,65.2413489089707,68.5782298203852,69.8503057136833,69.6139476961395,69.8395947657239,70.8109226313612,,
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.13223321494422,4.45344326574765,4.87805112036481,9.171601094149,8.88889256172819,11.2582791310323,8.57142877551021,6.77290842314672,8.89967664482985,10.0946369851427,9.78400228346932,10.922342255116,14.7632312416105,12.9487180787311,14.0206189325114,12.6760568934735,13.2173912468809,11.6629043316852,10.8417502819894,,,,,,,,,,,,,,,,,,,,,,,,32.7798412726062,44.3689481305496,30.9215873752968,28.448347745716,25.3178084241677,19.1176988860867,26.9485914693821,22.7003233834436,18.5741706990603,21.9049520576614,18.9665412856843,19.5915817114032,15.7823773876924,11.6879840129778,5.93336084187306,5.90481551542003,,
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6858311851382,75.38894373114,57.0849959046266,54.321337380454,58.3803455316586,65.5262677696291,63.4678635039226,67.9057833724671,72.475028472181,58.7573030189902,61.5431127228567,60.6699484391168,55.9401314049133,50.7470843908738,44.6950312501232,29.7545994930786,28.1244845605733,29.004100051953,,
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,23.9574919106695,23.8105066597225,20.0729179060642,18.8520751406844,18.0403314265347,16.8203725696072,15.6061801305352,16.0299218388153,16.9793941336596,18.5933534612466,15.4050638293415,7.48481872467814,12.4995914932505,15.9788298133865,11.983694347693,12.6408294970517,11.6204438941377,10.1972691383661,11.4671246829917,16.8417516918624,20.1153633586659,21.3334303548325,20.9456603996108,20.8474366200508,22.2175377140564,23.0129961214331,25.2095997066693,28.2478602381288,25.3024033105205,25.240747734139,27.9794618620653,29.2415025403191,28.9374862602425,28.9163462471473,28.2129713575168,27.2673841792587,28.9234170998698,31.5242715820736,,
Andorra,AND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,37.1314696811666,38.7002512453528,41.1344949824928,57.2467148496332,49.908726224428,50.7232691164653,45.014774615572,43.5963976905015,39.7068475473413,44.9699205894637,50.52535564624,47.0975533366057,39.4358146168788,34.0559310533781,32.2741178677803,29.5745778344967,24.2805948680023,27.684440274937,27.9745126069046,29.7219306433164,32.3412193716252,28.9646295444692,30.567277710298,28.7362077692641,29.6893226015433,31.4200628427061,32.5662777552869,37.3321431950557,33.1251439551243,36.3349453927676,42.6296840962705,40.87858669682,41.6794367727993,45.6946021238383,49.018768056058,52.8125007499563,53.9442309616749,53.9754383394697,57.2337607106968,47.6901581803921,50.2395501259749,55.2327993550877,56.5152744834948,54.5894235187264,50.9322599810041,43.9221955811578,40.905333817992,43.6182987011548,,
United Arab Emirates,ARE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1592253276122,49.5033473840813,55.9231992151745,63.5677906002192,67.5854343932605,68.6278307709848,72.3840975003088,78.86788870154,79.6533178621862,77.7379999323463,89.7818097390864,100.322312391509,100.631548088534,99.1150412591243,100.870480235332,101.003013922614,100.383841503993,,
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.60404910825644,5.9949469947787,4.69184275899831,7.89045420262462,5.56371560478508,6.22587443766796,6.65291738359955,7.4955962262493,6.48445346277515,6.3987133165299,5.601566676004,6.00723288128889,7.19776583908352,7.61266772119213,6.9025707976099,5.82405179865594,9.17538829665278,9.6158924127723,8.6083899381245,6.51091546668746,5.06197268096631,6.9210494803617,9.09049307859512,9.15152068682071,7.5898953117888,11.7360980207352,8.16197754429543,7.87320581340031,9.53161297293404,13.0584089085641,10.3595365925264,7.67504334832217,6.5981874720374,6.90935153370832,7.52994872591672,9.68041025959015,10.4285967560139,10.5608501019262,10.4155819610919,9.82717451494235,10.9863752325576,11.5790080825317,28.3825969991682,25.9309429264225,23.8476194239892,23.2458767338576,23.0266946038115,22.6627503115066,22.0609003826242,19.5609850560818,18.9338234053709,18.4492091453155,16.2378594620246,14.6171733884386,14.4054785893756,10.7056520504538,12.5838323891873,11.1815698964509,,
Armenia,ARM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0029815146094,40.7453883799724,39.8207550211161,47.2189758700553,39.3280393523261,23.9279208283617,23.2400035043381,20.2732693887542,19.0030199716737,20.7582469526567,23.3752591172072,25.4683994105505,29.3565730576275,32.152669630067,29.7348131660371,28.809242612927,23.3589858676515,19.1856344208336,15.0471063000578,15.4744750451275,20.830109172506,23.756853460251,27.5667218763657,28.3591264995539,28.5651387020776,29.7279964768255,33.1480049458355,37.3197676417872,,
American Samoa,ASM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.778210116732,97.3434535104364,89.84375,99.0059642147117,99.7983870967742,97.1153846153846,113.854351687389,78.1710914454277,63.1944444444444,58.3623693379791,74.8447204968944,71.2948517940718,66.2519440124417,64.5990922844176,65.3905053598775,57.4132492113565,,
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,40.7137723116574,52.4709338210368,69.1609418237844,56.3624736536927,61.6449998909369,56.9224149399658,51.6237601231183,62.2388623057332,62.9582477531324,70.8898542975095,67.3197236408799,66.6083281695666,66.3036673747456,75.1519592712122,76.7818337738092,81.5706083637406,82.0828734080136,74.0477322701026,69.5688230796078,63.516294202306,65.1304344504767,64.0095114674892,61.7110809554179,56.2376672297022,55.6152972145989,52.5236002621431,54.0690301980092,58.0672448649239,53.3431827810947,47.3783264245425,44.3258158246968,45.69968430001,45.8747915857239,45.4531842283862,47.0871745199825,44.8512534045976,45.7328009991417,46.3116566517027,44.3051712151423,41.5728750742569,,,
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.9944524843222,12.4031007751938,13.9430116004055,13.0058857232148,14.9382483265768,13.220177939017,12.9323802481308,12.8837295006449,12.2976680384088,11.9548596244419,12.9770370772488,12.6612743152044,12.8257594495537,14.1550216145572,13.1519989378827,14.2814973081627,13.5231273959598,14.0229047371161,13.6281734720143,14.3119823208894,16.4394672222636,14.9120673219158,13.5410377627157,13.5947332240495,13.5802179772647,15.2599876551093,15.0137418077684,15.4943135477231,15.9841455057324,15.1458682452284,15.1435630573312,16.05904390178,16.6914039660164,17.5736634127858,18.0058916739311,17.9168848710084,18.9391943502546,19.1748110450196,19.5955769201339,18.3539555437955,19.4434818925066,22.2351816063772,20.7831361256753,19.1030041417487,17.2197648262353,18.2853024685462,19.9081266903614,20.2305682650706,20.1886986630513,23.0385074489272,19.842519200141,21.4728411936199,21.5189738107964,19.9877174384992,21.0757650196519,20.0129640731119,19.2530266256288,21.2703536282629,,
